# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.13.1
#@/tick	9640
#@/user_id	71976ba1-830a-45d3-bed3-0cdf4d8efa78
pian zi 	騙子	c=1 d=1 t=8806
piao 	摽	c=1 d=1 t=8940
piao 	票	c=1 d=1 t=1308
pin pai 	品牌	c=2 d=1.99005 t=8338
pin wei 	品味	c=3 d=1.40052 t=7854
ping 	平	c=3 d=1.19301 t=5478
ping 	憑	c=1 d=1 t=7984
ping fen 	評分	c=1 d=1 t=9170
ping guo 	蘋果	c=3 d=1.00616 t=4924
ping lun 	評論	c=1 d=1 t=9483
ping tan 	平坦	c=1 d=1 t=7650
ping zheng 	憑證	c=1 d=1 t=1144
po an 	破案	c=1 d=1 t=2203
pu jing 	普京	c=1 d=1 t=1913
pu tong 	普通	c=1 d=1 t=3801
qi 	七	c=2 d=1 t=4702
qi 	其	c=22 d=3.62099 t=8736
qi 	器	c=2 d=1 t=7100
qi 	棄	c=1 d=1 t=6202
qi 	豈	c=2 d=1.95123 t=4256
qi che 	汽車	c=7 d=1 t=9186
qi ci 	其次	c=1 d=1 t=6364
qi lai 	起來	c=1 d=1 t=7882
qi ma 	騎馬	c=1 d=1 t=3988
qi nian 	七年	c=1 d=1 t=2255
qi pian 	欺騙	c=1 d=1 t=9165
qi ren 	其人	c=1 d=1 t=296
qi shi 	其實	c=1 d=1 t=572
qi ta 	其他	c=1 d=1 t=812
qi ta 	其它	c=8 d=1.00044 t=8287
qi xia 	奇俠	c=3 d=2.91202 t=4992
qi xue 	氣血	c=1 d=1 t=5644
qi zhong 	其中	c=2 d=1.28794 t=1004
qi zi 	妻子	c=1 d=1 t=4736
qian 	千	c=5 d=1.00003 t=6859
qian 	錢	c=8 d=1.00679 t=9102
qian duan 	前端	c=1 d=1 t=1016
qian hang 	潛航	c=2 d=1.94176 t=4371
qian ji tian 	前幾天	c=1 d=1 t=3044
qian long 	乾隆	c=1 d=1 t=6441
qian ming 	簽名	c=1 d=1 t=2382
qian ti 	前提	c=1 d=1 t=6816
qian ting 	潛艇	c=2 d=1.0435 t=4979
qian zheng 	簽證	c=2 d=1.06489 t=9406
qian zi 	簽字	c=1 d=1 t=8569
qiang 	強	c=1 d=1 t=5652
qiang 	槍	c=2 d=1.00021 t=8107
qiang bi 	槍斃	c=2 d=1.98511 t=4866
qiang diao 	強調	c=1 d=1 t=3829
qiang jue 	槍決	c=1 d=1 t=9347
qiao 	喬	c=8 d=2.13556 t=3429
qiao han 	橋涵	c=2 d=1.96561 t=3427
qie 	切	c=1 d=1 t=1776
qie huan 	切換	c=1 d=1 t=9592
qie huan dao 	切換到	c=1 d=1 t=9593
qie ting 	竊聽	c=1 d=1 t=4594
qin 	勤	c=1 d=1 t=716
qin 	親	c=2 d=1.00598 t=3261
qin qi 	親戚	c=1 d=1 t=4714
qin qiu 	親求	c=1 d=1 t=3893
qin wang 	秦王	c=1 d=1 t=5964
qing 	清	c=1 d=1 t=8502
qing 	請	c=10 d=1 t=9201
qing cai 	青菜	c=1 d=1 t=2698
qing chu 	清楚	c=6 d=1.51552 t=8748
qing fu 	傾覆	c=1 d=1 t=6206
qing guan 	清官	c=1 d=1 t=5848
qing guan 	清關	c=3 d=1 t=8487
qing hua 	清華	c=1 d=1 t=4376
qing jie fei 	清潔費	c=1 d=1 t=3426
qing kuang 	情況	c=7 d=1.0189 t=8752
qing li 	清理	c=2 d=1.0003 t=7696
qing qiu 	請求	c=1 d=1 t=3894
qing wen 	請問	c=2 d=1.96079 t=5973
qing xi 	清晰	c=2 d=1.08333 t=8138
qiu 	求	c=2 d=1.00712 t=4695
qu 	區	c=9 d=2.67538 t=8697
qu 	去	c=31 d=1.44998 t=9023
qu 	取	c=10 d=1.5322 t=9022
qu bie 	區別	c=8 d=1 t=8710
qu bu liao 	去不了	c=1 d=1 t=54
qu chu 	去除	c=3 d=1 t=7384
qu ding 	驅丁	c=1 d=1 t=5432
qu jian 	區間	c=1 d=1 t=3840
qu jue 	取決	c=1 d=1 t=3854
qu jue yu 	取決於	c=1 d=1 t=3868
qu le 	取了	c=1 d=1 t=2657
qu mai 	去買	c=1 d=1 t=892
qu nian 	去年	c=5 d=1 t=7861
qu xian 	取現	c=1 d=1 t=3050
qu yu 	區域	c=2 d=1.24537 t=7016
quan 	全	c=1 d=1 t=6156
quan ji 	全集	c=2 d=1.19593 t=2264
quan mian 	全面	c=1 d=1 t=8181
quan ping 	全屏	c=2 d=1.99005 t=4147
que ding 	確定	c=1 d=1 t=5433
que ren 	確認	c=1 d=1 t=3350
que shi 	確實	c=1 d=1 t=7446
qun 	羣	c=6 d=1 t=6224
qun li 	羣裏	c=8 d=1.03096 t=7401
qun ou 	羣毆	c=1 d=1 t=8215
ran 	然	c=1 d=1 t=3098
ran hou 	然後	c=1 d=1 t=550
rang 	讓	c=29 d=2.11553 t=9452
rang wo 	讓我	c=1 d=1 t=2457
re 	熱	c=1 d=1 t=9259
ren 	人	c=49 d=3.16652 t=9274
ren 	仁	c=6 d=1 t=8962
ren 	認	c=2 d=1.99005 t=8574
ren gong 	人工	c=1 d=1 t=5716
ren he 	任何	c=6 d=1.025 t=8240
ren men 	人們	c=1 d=1 t=4791
ren min 	人民	c=1 d=1 t=6414
ren min bi 	人民幣	c=5 d=2.91282 t=8359
ren min wang 	人民網	c=2 d=1 t=5604
ren wang 	人亡	c=1 d=1 t=6354
ren wei 	人爲	c=1 d=1 t=8024
ren wei 	認爲	c=2 d=1.956 t=7535
ren wu 	人物	c=2 d=1.80252 t=4792
ren yuan 	人員	c=1 d=1 t=5980
ren zheng 	認證	c=1 d=1 t=6925
ri 	日	c=2 d=1.00011 t=5835
ri ben 	日本	c=1 d=1 t=164
ri man 	日漫	c=1 d=1 t=9529
ri qi 	日期	c=2 d=1.93239 t=1916
ri zhi 	日誌	c=1 d=1 t=9610
ri zi 	日子	c=1 d=1 t=9609
rong 	榮	c=3 d=1.0009 t=4795
rong 	蓉	c=2 d=1.97531 t=4734
rong guo fu 	榮國府	c=1 d=1 t=4779
rong yi 	容易	c=3 d=1.76732 t=8194
rou lei 	肉類	c=2 d=1.86502 t=2713
ru 	入	c=2 d=1 t=9334
ru 	如	c=4 d=2.8883 t=8430
ru eh 	如誒	c=1 d=1 t=6740
ru guo 	如果	c=24 d=1.48622 t=9293
ru he 	如何	c=46 d=7.55715 t=9635
ru jing 	入境	c=2 d=1.98511 t=8909
ru xia 	如下	c=1 d=1 t=6281
ruan 	軟	c=1 d=1 t=4368
ruan jian 	軟件	c=6 d=1.99501 t=9498
rui jin 	瑞金	c=2 d=1 t=6403
ruo 	若	c=1 d=1 t=598
san 	三	c=5 d=1 t=9338
san chu 	三處	c=1 d=1 t=6666
san dai 	三代	c=1 d=1 t=7066
san luo 	散落	c=1 d=1 t=558
san nian 	三年	c=1 d=1 t=5211
san shi 	三十	c=2 d=1.00003 t=7108
san yue fen 	三月份	c=3 d=2.7291 t=6635
sang 	喪	c=1 d=1 t=2207
sao miao 	掃描	c=1 d=1 t=8911
se 	色	c=2 d=1.97531 t=2263
se jie 	色戒	c=2 d=1.9802 t=167
sha 	啥	c=5 d=1.99009 t=8554
sha chong ji 	殺蟲劑	c=1 d=1 t=2724
sha sha 	傻傻	c=1 d=1 t=3286
sha shi bi ya 	莎士比亞	c=4 d=2.72279 t=1937
shan 	善	c=7 d=1 t=8670
shan 	山	c=2 d=1.31822 t=561
shan ben 	善本	c=3 d=1.00226 t=4383
shan chu 	刪除	c=1 d=1 t=6149
shan yang 	贍養	c=1 d=1 t=2912
shang 	上	c=15 d=1.12064 t=8546
shang 	傷	c=3 d=1.56687 t=8545
shang 	商	c=1 d=1 t=7222
shang 	賞	c=1 d=1 t=4820
shang ban 	上班	c=1 d=1 t=2464
shang ci 	上次	c=10 d=1.00259 t=9476
shang ge 	上個	c=5 d=2.08442 t=1995
shang ge yue 	上個月	c=1 d=1 t=6523
shang hui 	商會	c=1 d=1 t=6924
shang mian 	上面	c=2 d=1 t=8372
shang qu 	上去	c=1 d=1 t=7391
shang shu 	尚書	c=3 d=2.94111 t=4327
shang wu 	上午	c=1 d=1 t=2548
shang xia 	上下	c=1 d=1 t=3687
shang xia wen 	上下文	c=1 d=1 t=3913
shang xue 	上學	c=1 d=1 t=9159
shao 	少	c=1 d=1 t=2750
shao nian 	少年	c=2 d=1 t=4527
she 	設	c=1 d=1 t=4664
she bao 	社保	c=6 d=1.23066 t=4107
she bei 	設備	c=16 d=1.00115 t=8486
she chi 	奢侈	c=2 d=1.18919 t=5191
she ji 	社稷	c=2 d=1.95123 t=4260
she me 	什麼	c=2 d=1.32956 t=3409
she zhi 	設置	c=10 d=4.09216 t=9636
shen 	慎	c=5 d=1.02004 t=5079
shen 	沈	c=1 d=1 t=1181
shen 	甚	c=2 d=1.98511 t=7060
shen 	神	c=5 d=1.00005 t=3245
shen 	身	c=5 d=1.01538 t=6453
shen fen 	身份	c=1 d=1 t=3337
shen gong neng 	腎功能	c=2 d=1.98511 t=3862
shen ji 	審計	c=9 d=5.20857 t=1881
shen me 	什麼	c=57 d=1.15835 t=9374
shen mi 	神祕	c=1 d=1 t=2323
shen pi 	審批	c=1 d=1 t=8985
shen qing 	申請	c=2 d=1.94176 t=9492
shen zhi 	甚至	c=1 d=1 t=997
sheng 	生	c=10 d=1.02178 t=6436
sheng chan 	生產	c=1 d=1 t=3966
sheng cheng 	生成	c=1 d=1 t=3967
sheng gong neng 	生功能	c=1 d=1 t=3858
sheng huo 	生活	c=1 d=1 t=7202
sheng ren 	聖人	c=1 d=1 t=4674
sheng xia 	剩下	c=2 d=1.99005 t=2633
sheng yi 	生意	c=4 d=1.89966 t=8839
sheng yu 	剩餘	c=1 d=1 t=9075
shi 	事	c=8 d=1.00001 t=8731
shi 	實	c=2 d=1.02411 t=5004
shi 	施	c=1 d=1 t=1230
shi 	是	c=208 d=3.94876 t=9478
shi 	時	c=1 d=1 t=1247
shi 	視	c=1 d=1 t=8428
shi ba 	十八	c=1 d=1 t=6320
shi ba 	是吧	c=1 d=1 t=3340
shi bao 	時報	c=9 d=1.00002 t=9169
shi bu 	是不	c=1 d=1 t=4207
shi cha 	時差	c=1 d=1 t=1406
shi chang 	市場	c=2 d=1 t=6746
shi dai 	時代	c=16 d=1.02658 t=6219
shi dian 	試點	c=1 d=1 t=4125
shi er 	十二	c=3 d=1 t=8953
shi er ge 	十二個	c=1 d=1 t=5686
shi fou 	是否	c=9 d=1.2738 t=9139
shi gu 	事故	c=1 d=1 t=2819
shi gu 	是故	c=1 d=1 t=712
shi he 	適合	c=4 d=2.25814 t=4195
shi hou 	時候	c=26 d=1.01587 t=8398
shi hua 	實話	c=1 d=1 t=9235
shi ji 	實際	c=2 d=1.32142 t=8014
shi jian 	時間	c=16 d=1.98153 t=9216
shi jie 	世界	c=5 d=1 t=8928
shi liu 	十六	c=5 d=1 t=9343
shi mian mai fu 	十面埋伏	c=1 d=1 t=3551
shi nian 	十年	c=5 d=1.00068 t=7147
shi pin 	視頻	c=9 d=1.59286 t=9468
shi qi 	時期	c=1 d=1 t=8702
shi qing 	事情	c=5 d=1.00005 t=9400
shi san 	十三	c=6 d=1.00013 t=8981
shi ti 	實體	c=1 d=1 t=3526
shi tou ji 	石頭記	c=1 d=1 t=3030
shi wang 	失望	c=1 d=1 t=9454
shi wu 	十五	c=1 d=1 t=1215
shi wu 	食物	c=2 d=1 t=9247
shi wu nian 	十五年	c=2 d=1 t=6235
shi xian 	實現	c=1 d=1 t=9564
shi yan shi 	實驗室	c=1 d=1 t=5499
shi yi 	十一	c=1 d=1 t=8719
shi yong 	使用	c=2 d=1.96561 t=2112
shi zai 	實在	c=1 d=1 t=6517
shi zhong 	始終	c=1 d=1 t=5109
shi zi shu 	柿子樹	c=1 d=1 t=4572
shou 	受	c=4 d=1 t=6329
shou 	守	c=1 d=1 t=1251
shou 	收	c=3 d=1.00001 t=7810
shou biao 	手錶	c=3 d=1.99261 t=4927
shou dao 	受到	c=4 d=1.99501 t=6132
shou dao 	收到	c=2 d=1 t=6133
shou dong dang 	手動擋	c=2 d=1.98511 t=2197
shou fei 	收費	c=1 d=1 t=1950
shou gou jia 	收購價	c=1 d=1 t=7818
shou huo 	收貨	c=1 d=1 t=6275
shou ji 	手機	c=4 d=1.83041 t=2229
shou jia 	售價	c=1 d=1 t=966
shou jian 	收件	c=1 d=1 t=1134
shou kuan 	收款	c=1 d=1 t=1151
shou peng 	手捧	c=1 d=1 t=7211
shou ru 	收入	c=2 d=1.50409 t=3275
shu 	數	c=3 d=1.00071 t=7324
shu 	書	c=10 d=2.86993 t=9385
shu 	樹	c=1 d=1 t=8414
shu cai 	蔬菜	c=3 d=2.20716 t=2801
shu chu 	輸出	c=1 d=1 t=9615
shu ge 	書閣	c=5 d=1.00004 t=6421
shu ji 	書籍	c=4 d=1 t=9469
shu liang 	數量	c=3 d=1 t=8849
shu min 	庶民	c=1 d=1 t=2238
shu ru 	輸入	c=6 d=3.65757 t=9603
shu ru fa 	輸入法	c=8 d=5.1331 t=9640
shu xi 	熟悉	c=2 d=1.00001 t=9249
shu xie 	書寫	c=1 d=1 t=5842
shuai 	率	c=1 d=1 t=8966
shui 	水	c=10 d=1.11887 t=9382
shui 	稅	c=6 d=1.88319 t=3414
shui 	誰	c=19 d=1.84799 t=9416
shui fei 	稅費	c=1 d=1 t=2493
shui jiao 	睡覺	c=1 d=1 t=3870
shui le 	睡了	c=1 d=1 t=3845
shui mian 	睡眠	c=3 d=2.6665 t=3871
shui ping 	水平	c=1 d=1 t=9029
shui qian 	稅前	c=1 d=1 t=2892
shui wu 	稅務	c=7 d=1.00038 t=8503
shui yin 	水印	c=2 d=1.90484 t=4471
shun 	順	c=7 d=5.349 t=2789
shun xu 	順序	c=1 d=1 t=9620
shuo 	說	c=40 d=2.14373 t=9371
shuo xia 	說下	c=1 d=1 t=3457
si 	四	c=5 d=1.0001 t=8490
si 	思	c=2 d=1 t=9339
si 	死	c=8 d=1.00021 t=8976
si ban 	死板	c=1 d=1 t=3639
si da 	四大	c=1 d=1 t=3020
si ge 	四個	c=1 d=1 t=7477
si ji 	司機	c=3 d=2.43247 t=6865
si kong 	司空	c=1 d=1 t=1194
si li lan ka 	斯里蘭卡	c=1 d=1 t=7300
si ma 	司馬	c=1 d=1 t=1191
si mi 	私密	c=1 d=1 t=6146
si nian 	四年	c=2 d=1 t=7134
si ren 	私人	c=1 d=1 t=3359
si tu 	司徒	c=1 d=1 t=1192
song 	送	c=2 d=1.67368 t=7340
song dao 	送到	c=1 d=1 t=1127
sou 	藪	c=1 d=1 t=333
suan 	算	c=4 d=1.00167 t=6799
suan le 	算了	c=1 d=1 t=3130
sui 	歲	c=3 d=1.72979 t=6472
sui bian 	隨便	c=3 d=1.00026 t=9202
sui ran 	雖然	c=2 d=1.11765 t=7964
suo 	所	c=4 d=1.06288 t=6229
suo wei 	所謂	c=1 d=1 t=685
suo yi 	所以	c=9 d=1.00123 t=9210
suo you 	所有	c=5 d=1.27814 t=5279
suo you 	所由	c=1 d=1 t=6205
suo zhu 	鎖住	c=1 d=1 t=2186
ta 	他	c=60 d=2.23734 t=9155
ta 	她	c=10 d=1.84366 t=8662
ta 	它	c=4 d=1.7753 t=3879
ta men 	他們	c=35 d=5.06846 t=8213
ta men 	它們	c=1 d=1 t=5496
ta shuo 	他說	c=1 d=1 t=8803
tai 	太	c=13 d=1.55811 t=9446
tai 	汰	c=2 d=1.03288 t=5778
tai chang 	太長	c=1 d=1 t=3728
tai er zhuang 	臺兒莊	c=1 d=1 t=7200
tai shao 	太少	c=1 d=1 t=212
tai zai 	太宰	c=1 d=1 t=1195
tan 	談	c=1 d=1 t=8619
tan ce 	探測	c=1 d=1 t=5705
tan se 	貪色	c=1 d=1 t=4
tao can 	套餐	c=2 d=1.90937 t=2081
tao lun 	討論	c=2 d=1 t=9005
tao mi 	淘米	c=1 d=1 t=8955
te shu 	特殊	c=2 d=1.73345 t=9566
ti gao 	提高	c=1 d=1 t=3941
ti gong 	提供	c=8 d=1.38198 t=7005
ti guo 	提過	c=1 d=1 t=1464
ti kuang 	銻礦	c=5 d=1.87372 t=8822
ti qian 	提前	c=3 d=1.00047 t=8229
ti shi 	提示	c=1 d=1 t=2472
ti yu 	體育	c=1 d=1 t=9219
tian 	天	c=8 d=1.99501 t=9516
tian di 	天地	c=2 d=1 t=5063
tian jia 	添加	c=2 d=1 t=5678
tian qi 	天氣	c=1 d=1 t=9257
tian xie 	填寫	c=2 d=1 t=5684
tian ya 	天涯	c=3 d=1 t=9517
tian yi 	天翼	c=4 d=2.57328 t=9519
tian yuan 	天元	c=16 d=4.21773 t=6634
tiao 	挑	c=1 d=1 t=7739
tiao 	調	c=1 d=1 t=9572
tiao jian 	條件	c=2 d=1.00002 t=8988
tiao zheng 	調整	c=2 d=1 t=9558
tong 	同	c=1 d=1 t=3688
tong 	通	c=1 d=1 t=9573
tong 	銅	c=2 d=1.02573 t=6287
tong bu 	同步	c=2 d=1.956 t=9637
tong bu qi 	同步器	c=1 d=1 t=2196
tong guo 	通過	c=4 d=1 t=9562
tong ji 	統計	c=5 d=3.98954 t=3148
tong jia 	銅價	c=1 d=1 t=1018
tong ken 	同肯	c=2 d=1.97531 t=3911
tong ku 	痛苦	c=1 d=1 t=377
tong kuang 	銅礦	c=22 d=6.45569 t=7852
tong kuang ceng 	銅礦層	c=2 d=1.99501 t=7722
tong kuang shi 	銅礦石	c=4 d=2.65937 t=1094
tong shi 	同事	c=1 d=1 t=2484
tong shi 	同時	c=2 d=1.89137 t=2483
tong sou wu qi 	童叟無欺	c=1 d=1 t=8998
tong su 	通俗	c=1 d=1 t=6067
tong xing 	通行	c=1 d=1 t=2124
tong yi 	通義	c=1 d=1 t=2886
tong yi ge 	同一個	c=1 d=1 t=1048
tong zhi 	通知	c=2 d=1.00001 t=3576
tou 	投	c=1 d=1 t=8214
tou fa 	頭髮	c=1 d=1 t=3849
tou ming 	透明	c=2 d=1.97531 t=6902
tou ming zhuang 	投名狀	c=2 d=1.9802 t=9393
tou nao 	頭腦	c=3 d=1.94044 t=8137
tou qian 	投錢	c=2 d=1.15961 t=8087
tou zhi 	透支	c=1 d=1 t=5874
tou zi 	投資	c=6 d=1.87495 t=8146
tu 	圖	c=3 d=1.92312 t=4766
tu biao 	圖標	c=1 d=1 t=2171
tu biao 	圖表	c=1 d=1 t=2164
tu bo shu 	土撥鼠	c=1 d=1 t=4574
tu ji 	突擊	c=2 d=1.96079 t=4939
tu jie 	土芥	c=1 d=1 t=8442
tu pian 	圖片	c=13 d=1.16229 t=8706
tu tu 	兔兔	c=3 d=1 t=4923
tuan mie 	團滅	c=1 d=1 t=7497
tui 	退	c=1 d=1 t=2915
tui jian 	推薦	c=7 d=1.52211 t=7168
tui jin 	推進	c=5 d=2.00126 t=7904
tun 	屯	c=1 d=1 t=926
wa 	挖	c=10 d=3.35467 t=7945
wa chu 	挖出	c=3 d=2.40487 t=7744
wa chu lai 	挖出來	c=3 d=1.72979 t=7668
wa ji 	挖機	c=4 d=2.48024 t=8362
wa jue ji 	挖掘機	c=3 d=2.83785 t=6767
wa kuang 	挖礦	c=1 d=1 t=7589
wa qu 	挖取	c=1 d=1 t=7695
wai 	外	c=1 d=1 t=1256
wai jia 	外加	c=1 d=1 t=1015
wai nian tou 	歪念頭	c=1 d=1 t=9285
wan 	完	c=3 d=1.00009 t=9396
wan 	玩	c=4 d=2.9362 t=4909
wan 	萬	c=37 d=4.05349 t=8491
wan cheng 	完成	c=2 d=1 t=6935
wan quan 	完全	c=1 d=1 t=627
wang 	亡	c=5 d=1.00297 t=8437
wang 	往	c=2 d=1.9802 t=5426
wang 	望	c=1 d=1 t=6371
wang 	網	c=1 d=1 t=3508
wang fei 	網費	c=1 d=1 t=1944
wang le 	忘了	c=1 d=1 t=1404
wang luo 	網絡	c=1 d=1 t=2711
wang shang 	網上	c=4 d=1 t=5984
wang wang 	往往	c=1 d=1 t=930
wang yin 	網銀	c=3 d=1.85458 t=2400
wang zong 	王總	c=1 d=1 t=1760
wei 	唯	c=3 d=1.23931 t=6641
wei 	威	c=5 d=1.49974 t=6332
wei 	惟	c=1 d=1 t=1263
wei 	未	c=3 d=1.00002 t=7186
wei 	爲	c=25 d=1.83038 t=9577
wei 	畏	c=2 d=1.00016 t=6373
wei 	謂	c=8 d=1.48088 t=9538
wei hu 	維護	c=1 d=1 t=6776
wei ren 	爲人	c=1 d=1 t=7543
wei ruan 	微軟	c=2 d=1.94176 t=4217
wei shen me 	爲什麼	c=3 d=1 t=6073
wei shen me yao 	爲什麼要	c=1 d=1 t=2185
wei xin 	微信	c=1 d=0.995012 t=9640
wei xiu 	維修	c=1 d=1 t=3271
wei yi 	威儀	c=2 d=1 t=5080
wei zhi 	謂之	c=2 d=1.9802 t=4823
wen 	問	c=31 d=2.6548 t=8747
wen 	文	c=5 d=1.92168 t=4671
wen ben 	文本	c=1 d=1 t=6614
wen ci 	文辭	c=1 d=1 t=4293
wen dang 	文檔	c=2 d=1.00701 t=9496
wen jian 	文件	c=17 d=1.78553 t=8775
wen jian jia 	文件夾	c=3 d=1.956 t=9638
wen jian ming 	文件名	c=1 d=1 t=9631
wen le 	問了	c=1 d=1 t=2416
wen ti 	問題	c=13 d=1.00604 t=9286
wen wo 	問我	c=1 d=1 t=3382
wen xia 	問下	c=7 d=1.99277 t=7275
wen zi 	文字	c=6 d=4.60649 t=7374
wo 	我	c=225 d=5.70181 t=9453
wo de 	我的	c=1 d=1 t=9027
wo fo 	臥佛	c=1 d=1 t=7304
wo men 	我們	c=71 d=5.42496 t=9305
wo shi 	我是	c=1 d=1 t=6059
wo shi 	臥室	c=1 d=1 t=6659
wo xiang 	我想	c=1 d=1 t=6099
wu 	五	c=5 d=1.0028 t=6469
wu 	務	c=2 d=1.96079 t=31
wu 	無	c=17 d=1.9657 t=8945
wu 	物	c=1 d=1 t=1252
wu cheng 	無成	c=1 d=1 t=2253
wu de 	無德	c=1 d=1 t=85
wu fa 	無法	c=5 d=1.94649 t=9602
wu ji 	無極	c=1 d=1 t=7305
wu jing 	五經	c=1 d=1 t=3293
wu kuang 	鎢礦	c=2 d=1.80252 t=8798
wu li 	屋裏	c=1 d=1 t=3985
wu li 	無禮	c=1 d=1 t=7139
wu liu 	物流	c=1 d=1 t=7111
wu men 	無門	c=1 d=1 t=3991
wu nian 	五年	c=2 d=1 t=8675
wu ren ji 	無人機	c=1 d=1 t=5704
wu xiao 	無效	c=1 d=1 t=9596
xi 	系	c=1 d=1 t=3773
xi 	細	c=1 d=1 t=8011
xi ban ya 	西班牙	c=1 d=1 t=3470
xi bu xi huan 	喜不喜歡	c=1 d=1 t=8167
xi fa 	洗髮	c=3 d=1.92778 t=1139
xi fa zao 	洗髮皂	c=3 d=2.96531 t=1149
xi huan 	喜歡	c=2 d=1.69073 t=9205
xi huo 	熄火	c=2 d=1 t=9130
xi ji 	襲擊	c=1 d=1 t=51
xi te le 	希特勒	c=2 d=1.956 t=4598
xi tong 	系統	c=9 d=1.85485 t=2846
xi tou 	洗頭	c=1 d=1 t=8957
xi yi fen 	洗衣粉	c=1 d=1 t=2725
xi yi fu 	洗衣服	c=1 d=1 t=2704
xi you ji 	西遊記	c=1 d=1 t=8920
xia 	下	c=35 d=1.73359 t=9580
xia 	夏	c=1 d=1 t=1282
xia 	狎	c=1 d=1 t=6381
xia 	瑕	c=3 d=2.02286 t=789
xia fang 	下方	c=1 d=1 t=5677
xia men 	廈門	c=4 d=2.85879 t=3542
xia mian 	下面	c=5 d=4.60255 t=7373
xia qi 	下棋	c=2 d=1.97531 t=8786
xia zai 	下載	c=24 d=1.98517 t=7310
xian 	先	c=10 d=1.02629 t=9623
xian 	線	c=1 d=1 t=2604
xian chang 	現場	c=3 d=1.71181 t=7735
xian jian 	仙劍	c=3 d=2.91202 t=4991
xian jin 	現金	c=8 d=1.88157 t=3269
xian ka 	顯卡	c=4 d=3.05024 t=4122
xian shang 	線上	c=2 d=1.12682 t=2355
xian shi 	顯示	c=1 d=1 t=1782
xian yan 	鮮豔	c=1 d=1 t=1449
xian zai 	現在	c=9 d=1.00183 t=8684
xiang 	像	c=2 d=1.00005 t=7545
xiang 	向	c=4 d=1 t=9440
xiang 	想	c=8 d=2.04069 t=7940
xiang 	襄	c=20 d=1.00145 t=6559
xiang 	詳	c=1 d=1 t=1236
xiang 	象	c=1 d=1 t=4004
xiang bi 	相比	c=1 d=1 t=8142
xiang dang yu 	相當於	c=1 d=1 t=5767
xiang gang 	香港	c=1 d=1 t=2266
xiang guan 	相關	c=3 d=1.06888 t=3924
xiang mu 	項目	c=10 d=1.04977 t=7513
xiang qi 	象棋	c=7 d=1.10613 t=8742
xiang qi 	響起	c=1 d=1 t=4000
xiang xi 	詳細	c=1 d=1 t=306
xiang zai 	想在	c=1 d=1 t=6012
xiao 	小	c=5 d=1.00038 t=7194
xiao 	肖	c=1 d=1 t=4558
xiao dui 	小隊	c=2 d=1.96079 t=4940
xiao guo 	小國	c=1 d=1 t=4621
xiao hao 	消耗	c=1 d=1 t=3902
xiao jie 	小姐	c=1 d=1 t=9041
xiao lang 	小狼	c=1 d=1 t=9632
xiao li 	效力	c=1 d=1 t=2385
xiao lv 	效率	c=2 d=1.93239 t=3951
xiao ren 	小人	c=2 d=1.00042 t=2270
xiao shi 	小時	c=4 d=1.07838 t=7478
xiao xi 	消息	c=1 d=1 t=4417
xiao xin 	小心	c=1 d=1 t=4403
xiao zhang 	小張	c=2 d=1 t=7160
xie 	些	c=2 d=1 t=9373
xie 	寫	c=12 d=1.00001 t=9624
xie 	謝	c=23 d=2.64252 t=8900
xie 	邪	c=1 d=1 t=1235
xie cheng 	攜程	c=1 d=1 t=8371
xie chu 	寫出	c=1 d=1 t=5184
xie jin qu 	寫進去	c=1 d=1 t=2828
xie xie 	謝謝	c=1 d=1 t=3630
xie yi 	協議	c=1 d=1 t=8477
xie zhu 	協助	c=1 d=1 t=8244
xie zi 	寫字	c=1 d=1 t=3986
xin 	信	c=12 d=1.956 t=8974
xin 	心	c=3 d=1.12246 t=5647
xin 	新	c=8 d=1.18272 t=8688
xin ji 	新機	c=2 d=1.96561 t=8354
xin jian 	信件	c=1 d=1 t=1547
xin pian 	芯片	c=1 d=1 t=4896
xin xi 	信息	c=11 d=1.14579 t=8321
xin xin 	信心	c=1 d=1 t=7936
xing 	刑	c=1 d=1 t=1232
xing 	型	c=5 d=3.80646 t=6762
xing 	性	c=4 d=1 t=8464
xing 	興	c=4 d=1 t=8426
xing 	行	c=12 d=2.06427 t=9494
xing 	邢	c=1 d=1 t=4809
xing cheng 	行程	c=1 d=1 t=7486
xing ge 	性格	c=1 d=1 t=514
xing hao 	型號	c=6 d=1.91968 t=8337
xing qi 	星期	c=2 d=1 t=3583
xing ren 	行人	c=1 d=1 t=4419
xing zhen 	刑偵	c=3 d=2.4226 t=2338
xing zhi 	性質	c=1 d=1 t=3441
xiu fu 	修復	c=1 d=1 t=4460
xiu gai 	修改	c=7 d=2.01854 t=4934
xiu qi 	休妻	c=1 d=1 t=116
xiu qi 	休慼	c=1 d=1 t=115
xu 	序	c=2 d=1.97531 t=6189
xu 	需	c=6 d=1.54465 t=7030
xu qi 	續期	c=4 d=3.5563 t=8918
xu qian 	續簽	c=1 d=1 t=8866
xu qiu 	需求	c=2 d=1.00951 t=6881
xu yao 	需要	c=49 d=3.10014 t=9296
xuan 	宣	c=2 d=1.26714 t=346
xuan 	玄	c=1 d=1 t=1177
xuan 	選	c=4 d=1.02654 t=9126
xuan chuan pian 	宣傳片	c=1 d=1 t=4975
xuan xiang 	選項	c=1 d=1 t=2436
xuan ze 	選擇	c=1 d=1 t=3758
