# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.13.1
#@/tick	9640
#@/user_id	71976ba1-830a-45d3-bed3-0cdf4d8efa78
guan li 	管理	c=1 d=1 t=4111
guan li qi 	管理器	c=1 d=1 t=4109
guan qia 	關卡	c=1 d=1 t=4945
guan wang 	官網	c=1 d=1 t=5986
guan xi 	關係	c=13 d=1.00477 t=8073
guan xi tu 	關係圖	c=4 d=3.85492 t=4802
guan yu 	關於	c=1 d=1 t=8636
guan zhu dian 	關注點	c=1 d=1 t=622
gui 	貴	c=2 d=1 t=6451
gui chou 	癸丑	c=1 d=1 t=6474
guo 	國	c=18 d=2.97064 t=9387
guo 	過	c=19 d=1.48508 t=8821
guo cheng 	過程	c=2 d=1.00005 t=9403
guo ji 	國際	c=1 d=1 t=6051
guo jia 	國家	c=1 d=1 t=6162
guo jun 	國君	c=1 d=1 t=5580
guo lai 	過來	c=3 d=1 t=9122
guo nei 	國內	c=5 d=1.88692 t=9316
guo qi 	國企	c=2 d=1.85214 t=8125
guo qu 	過去	c=1 d=1 t=2599
guo shi 	過時	c=1 d=1 t=3647
guo wai 	國外	c=1 d=1 t=4507
guo yu 	國語	c=4 d=3.85504 t=9378
ha 	哈	c=11 d=1.55413 t=9462
ha bi 	哈比	c=1 d=1 t=8458
ha mu lei te 	哈姆雷特	c=3 d=1.63185 t=2153
hai 	害	c=1 d=1 t=5042
hai 	海	c=1 d=1 t=8880
hai 	還	c=13 d=1.44915 t=8879
hai neng 	還能	c=1 d=1 t=4225
hai shi 	還是	c=9 d=1.0418 t=8168
hai you 	還有	c=9 d=1 t=7736
hai you qian 	還有錢	c=1 d=1 t=2875
hai zai 	還在	c=1 d=1 t=1419
han 	含	c=1 d=1 t=340
han 	汗	c=2 d=1.98511 t=2692
han 	漢	c=7 d=2.11109 t=3430
han 	韓	c=7 d=4.30925 t=1505
han fei zi 	韓非子	c=2 d=1.94649 t=8644
han guo 	韓國	c=2 d=1 t=8340
han liang 	含量	c=5 d=1.89137 t=8827
hang ban 	航班	c=2 d=1.00865 t=9318
hang qing 	行情	c=1 d=1 t=970
hao 	好	c=42 d=2.30689 t=9399
hao 	號	c=5 d=2.70946 t=8402
hao 	豪	c=1 d=1 t=9633
hao chu 	好處	c=1 d=1 t=3724
hao de 	好的	c=1 d=1 t=183
hao huai 	好壞	c=1 d=1 t=3864
hao xiang 	好像	c=3 d=1 t=8616
he 	和	c=87 d=1.98762 t=9630
he 	荷	c=1 d=1 t=5103
he chu 	何處	c=3 d=1.99005 t=9520
he dan 	核彈	c=1 d=1 t=8929
he ji 	合集	c=1 d=1 t=5291
he li 	合理	c=1 d=1 t=1063
he shang 	和尚	c=1 d=1 t=7210
he shi 	合適	c=2 d=1 t=6851
he tong 	合同	c=4 d=2.51346 t=5450
he wan 	喝完	c=1 d=1 t=7245
he yi 	何以	c=1 d=1 t=7077
he zi 	合資	c=1 d=1 t=768
he zuo 	合作	c=9 d=2.50232 t=7889
he zuo huo ban 	合作伙伴	c=1 d=1 t=1089
hei ke 	黑客	c=1 d=1 t=6444
hen 	很	c=19 d=1.58925 t=9451
hen da 	很大	c=4 d=1 t=7440
hen di 	很低	c=1 d=1 t=912
hen duo 	很多	c=10 d=1.00566 t=9163
hen gao 	很高	c=1 d=1 t=9171
hen gui 	很貴	c=1 d=1 t=9433
hen hao 	很好	c=2 d=1.31822 t=9420
hen jiu 	很久	c=1 d=1 t=8387
hen luo 	很落	c=1 d=1 t=882
hen nan 	很難	c=2 d=1.10228 t=862
hen shao 	很少	c=1 d=1 t=9239
hen you 	很有	c=1 d=1 t=9271
heng xian 	橫線	c=1 d=1.08511 t=5682
heng xian shang 	橫線上	c=1 d=1 t=5683
hong jing 	紅警	c=2 d=1.00055 t=3650
hong jun 	紅軍	c=1 d=1 t=6406
hong lou 	紅樓	c=2 d=1.92312 t=3040
hong lou meng 	紅樓夢	c=30 d=1.00194 t=6442
hong se 	紅色	c=5 d=1 t=6633
hong shui 	洪水	c=1 d=1 t=9141
hou 	厚	c=1 d=1 t=8730
hou 	后	c=2 d=1.30422 t=3947
hou 	後	c=13 d=1.00131 t=9333
hou du 	厚度	c=2 d=1.95123 t=7776
hou lai 	後來	c=1 d=1 t=1687
hou mian 	後面	c=6 d=3.24122 t=6752
hou xing 	後行	c=1 d=1 t=9341
hou xu 	後續	c=2 d=1 t=6648
hu 	乎	c=10 d=1 t=8951
hu 	胡	c=2 d=1.00004 t=7140
hu che 	胡扯	c=1 d=1 t=8831
hu song 	護送	c=1 d=1 t=7473
hua 	畫	c=3 d=2.76181 t=4787
hua 	華	c=2 d=1.30422 t=1425
hua 	話	c=9 d=1.21748 t=8641
hua fei 	花費	c=3 d=1 t=6242
hua le 	花了	c=2 d=1 t=9196
hua pi 	畫皮	c=4 d=1.00364 t=3463
hua shuo 	華碩	c=1 d=1 t=4915
hua wei 	華爲	c=1 d=1 t=4926
hua xue 	化學	c=1 d=1 t=1138
huai chu 	壞處	c=1 d=1 t=3726
huai le 	壞了	c=1 d=1 t=2761
huai yi 	懷疑	c=1 d=1 t=7548
huan 	換	c=1 d=1 t=2807
huan 	還	c=2 d=1.0185 t=9299
huan cheng 	換成	c=1 d=1 t=2020
huan dang 	換擋	c=1 d=1 t=2198
huan jing 	環境	c=1 d=1 t=7867
huan qiu 	環球	c=10 d=1.00002 t=9168
huan xiang 	幻想	c=2 d=1.97045 t=8016
huang shan 	黃山	c=1 d=1 t=1186
huang zong 	黃總	c=1 d=1 t=9463
hui 	回	c=8 d=1.00101 t=7856
hui 	惠	c=1 d=1 t=1231
hui 	會	c=15 d=1.25412 t=8131
hui 	輝	c=1 d=1 t=9414
hui dao 	回到	c=2 d=1.00638 t=4613
hui fu 	回復	c=10 d=1.00001 t=9323
hui fu 	恢復	c=1 d=1 t=6152
hui guo 	回國	c=1 d=1 t=9290
hui lai 	回來	c=2 d=1 t=8331
hui lv 	匯率	c=1 d=1 t=7313
hui xu 	惠恤	c=1 d=1 t=89
hui you 	會有	c=1 d=1 t=2515
hun 	昏	c=1 d=1 t=4684
huo 	火	c=1 d=1 t=6368
huo 	禍	c=5 d=1.00115 t=8445
huo 	貨	c=6 d=2.84167 t=945
huo ban 	伙伴	c=6 d=1 t=7888
huo dai 	貨代	c=1 d=1 t=1357
huo de 	獲得	c=1 d=1 t=9311
huo li 	活力	c=1 d=1 t=9272
huo wu 	貨物	c=7 d=3.49814 t=5530
huo xu 	或許	c=1 d=1 t=6003
huo zhe 	或者	c=5 d=1.09694 t=6693
ji 	及	c=12 d=1.37991 t=7017
ji 	急	c=1 d=1 t=5090
ji 	機	c=2 d=1.04528 t=8349
ji ben 	基本	c=1 d=1 t=6876
ji bing 	戢兵	c=1 d=1 t=71
ji cheng 	集成	c=2 d=1.95123 t=4113
ji cuo 	記錯	c=2 d=1.02746 t=2795
ji dan 	雞蛋	c=2 d=1.02705 t=3417
ji de 	記得	c=3 d=1.05704 t=2035
ji gou 	機構	c=3 d=1.9807 t=7027
ji hu 	幾乎	c=1 d=1 t=1055
ji hui 	機會	c=1 d=1 t=7896
ji lu 	記錄	c=5 d=1.12124 t=8895
ji nian bi 	紀念幣	c=1 d=1 t=6416
ji piao 	機票	c=1 d=1 t=63
ji qi 	機器	c=2 d=1.00019 t=8306
ji qi lai 	記起來	c=1 d=1 t=2792
ji qiao 	技巧	c=1 d=1 t=6589
ji shi 	即使	c=2 d=1 t=7509
ji shi 	及時	c=4 d=1.81061 t=3618
ji suan 	計算	c=1 d=1 t=3918
ji sui 	幾歲	c=1 d=1 t=8679
ji tian 	幾天	c=1 d=1 t=43
ji you 	機油	c=1 d=1 t=2808
ji zhuang xiang 	集裝箱	c=1 d=1 t=237
jia 	假	c=2 d=1 t=7105
jia 	加	c=2 d=1.99005 t=196
jia 	家	c=3 d=1 t=7934
jia 	甲	c=2 d=1.94649 t=3173
jia 	賈	c=4 d=3.20762 t=4833
jia ban 	加班	c=1 d=1 t=6797
jia ban fei 	加班費	c=1 d=1 t=6833
jia bao yu 	賈寶玉	c=3 d=1.9708 t=4812
jia ge 	價格	c=21 d=1.24057 t=9280
jia hua 	假話	c=1 d=1 t=8632
jia li 	家裏	c=2 d=1.90032 t=2009
jia qi lai 	加起來	c=2 d=1 t=5859
jia qian 	加錢	c=1 d=1 t=6803
jia shi 	駕駛	c=4 d=1.03439 t=8703
jia you 	加油	c=3 d=1 t=9429
jian 	件	c=1 d=1 t=8912
jian 	劍	c=1 d=1 t=2606
jian 	姦	c=1 d=1 t=6327
jian 	建	c=2 d=1 t=7881
jian 	見	c=1 d=1 t=5828
jian 	間	c=1 d=1 t=6658
jian ce 	檢測	c=13 d=1.07195 t=7022
jian cha 	檢查	c=1 d=1 t=2181
jian guo 	見過	c=3 d=1 t=7576
jian ji 	剪輯	c=1 d=1 t=7388
jian jie 	簡介	c=1 d=1 t=5993
jian jie 	間接	c=1 d=1 t=5746
jian nan 	艱難	c=1 d=1 t=7682
jian shen 	健身	c=2 d=1.98511 t=9228
jian yi 	建議	c=3 d=2.23541 t=8391
jian zheng 	見證	c=1 d=1 t=8469
jian zhi 	簡直	c=1 d=1 t=8828
jiang 	將	c=2 d=1.00068 t=6317
jiang 	降	c=1 d=1 t=2156
jiang di 	降低	c=1 d=1 t=9031
jiang xi 	江西	c=1 d=1 t=6402
jiao 	叫	c=1 d=1 t=1966
jiao 	驕	c=3 d=1.99005 t=7181
jiao cheng 	教程	c=1 d=1 t=3817
jiao fei 	繳費	c=1 d=1 t=3549
jiao na 	繳納	c=4 d=1.3345 t=2810
jiao shui 	交稅	c=3 d=1.16092 t=2351
jiao xue 	教學	c=3 d=1.00013 t=4151
jie 	姐	c=4 d=1 t=9418
jie 	接	c=1 d=1 t=4602
jie 	皆	c=5 d=1.00001 t=9330
jie dao 	街道	c=1 d=1 t=7344
jie dian hua 	接電話	c=1 d=1 t=4849
jie guo 	結果	c=1 d=1 t=9405
jie kuan 	借款	c=11 d=6.91325 t=8512
jie ni 	接你	c=1 d=1 t=9024
jie ru 	介入	c=1 d=1 t=8126
jie shao 	介紹	c=1 d=1 t=316
jie shi 	解釋	c=1 d=1 t=317
jie shou 	接手	c=2 d=1.9802 t=4484
jie shou 	接收	c=2 d=1.88692 t=5180
jie shou fang 	接收方	c=1 d=1 t=5465
jie shuo 	解說	c=1 d=1 t=8924
jie tu 	截圖	c=3 d=1.00001 t=9409
jie wei 	結尾	c=1 d=1 t=6755
jie xia lai 	接下來	c=1 d=1 t=5546
jie you 	皆有	c=1 d=1 t=5645
jie zhe 	接着	c=1 d=1 t=2682
jin 	勁	c=2 d=1.00009 t=9308
jin 	晉	c=4 d=1.10817 t=5101
jin 	盡	c=1 d=1 t=8421
jin 	近	c=2 d=1.03801 t=5082
jin 	進	c=2 d=1.00024 t=7033
jin chu kou 	進出口	c=1 d=1 t=1636
jin du 	進度	c=1 d=1 t=4936
jin e 	金額	c=5 d=2.9527 t=5405
jin guan 	儘管	c=1 d=1 t=8246
jin kou 	進口	c=4 d=1.1375 t=5919
jin lai 	進來	c=9 d=1.00001 t=8096
jin li 	儘力	c=2 d=1.97045 t=721
jin qi 	近期	c=1 d=1 t=9138
jin qu 	進去	c=4 d=1 t=5315
jin ru 	進入	c=1 d=1 t=3624
jin shen 	謹慎	c=1 d=1 t=4305
jin tian 	今天	c=4 d=1 t=5135
jin wen 	今文	c=1 d=1 t=4326
jin xing 	進行	c=4 d=2.9759 t=6942
jin yong 	禁用	c=1 d=1 t=5252
jin yu 	僅餘	c=1 d=1 t=335
jin zhan 	進展	c=2 d=1.15645 t=3944
jin zhi 	禁止	c=1 d=1 t=5247
jing 	京	c=1 d=1 t=3246
jing 	敬	c=6 d=1.02212 t=5078
jing 	經	c=3 d=1.00001 t=8673
jing ai ge 	經挨個	c=1 d=1 t=6252
jing cha 	警察	c=2 d=1.0276 t=7450
jing chang 	經常	c=2 d=1.36604 t=6153
jing cheng 	京城	c=1 d=1 t=3236
jing dian 	經典	c=1 d=1 t=4373
jing dong 	京東	c=5 d=1.04136 t=5554
jing jie 	警戒	c=4 d=1.51745 t=4032
jing li 	經歷	c=1 d=1 t=7353
jing li 	經理	c=15 d=1.37531 t=8817
jing tai 	靜態	c=1 d=1 t=3953
jing yan 	經驗	c=1 d=1 t=656
jing ying 	經營	c=1 d=1 t=7678
jiu 	久	c=1 d=1 t=4665
jiu 	九	c=5 d=1.00207 t=6323
jiu 	咎	c=1 d=1 t=5628
jiu 	就	c=26 d=1.12827 t=9485
jiu 	疚	c=2 d=1.02014 t=7115
jiu dian 	酒店	c=1 d=1 t=5785
jiu nian 	九年	c=1 d=0.1 t=6470
jiu shi 	就是	c=7 d=1.26929 t=8829
jiu xiang 	就像	c=1 d=1 t=9425
ju 	據	c=1 d=1 t=6718
ju ji shou 	狙擊手	c=1 d=1 t=3556
ju ti 	具體	c=3 d=1.01852 t=8751
ju xing 	舉行	c=1 d=1 t=8680
ju zhong 	劇中	c=1 d=1 t=6615
ju zhong 	居中	c=3 d=2.9218 t=6627
ju zhu 	居住	c=1 d=1 t=9014
ju zi 	句子	c=1 d=1 t=3265
jue de 	覺得	c=7 d=1.29027 t=8561
jue ding 	決定	c=1 d=1 t=7263
jue se 	角色	c=2 d=1.97045 t=1928
jue wang 	絕望	c=1 d=1 t=4586
jun 	君	c=5 d=1 t=7099
jun 	鈞	c=1 d=1 t=1182
jun zi 	君子	c=10 d=1.11574 t=9324
ka 	卡	c=8 d=4.95772 t=3538
ka la qi 	卡拉奇	c=26 d=3.12607 t=8261
ka tong 	卡通	c=1 d=1 t=7216
kai 	開	c=5 d=1.9778 t=4444
kai cai 	開採	c=4 d=1.89741 t=7789
kai cai fang shi 	開採方式	c=1 d=1 t=885
kai cha 	開衩	c=1 d=1 t=7610
kai che 	開車	c=1 d=1 t=1911
kai qi 	開啓	c=2 d=1 t=4943
kai shi 	開始	c=5 d=1.6942 t=9402
kai tou 	開頭	c=1 d=1 t=9223
kai xiao 	開銷	c=4 d=1.72253 t=5889
kai yuan 	開源	c=1 d=1 t=319
kai zhi 	開支	c=7 d=1 t=8511
kan 	看	c=23 d=2.6392 t=8841
kan cuo 	看錯	c=1 d=1 t=2617
kan dai 	看待	c=1 d=1 t=8071
kan dao 	看到	c=5 d=1.00055 t=7639
kan guo 	看過	c=2 d=1 t=7998
kan le 	看了	c=1 d=1 t=8153
kan tan 	勘探	c=4 d=1.4643 t=5718
kan wan 	看完	c=1 d=1 t=8597
kan xia 	看下	c=11 d=1.69916 t=8893
kan zhe 	看着	c=1 d=1 t=8373
kang xi 	康熙	c=1 d=1 t=6443
kao cha 	考察	c=7 d=1.82545 t=7921
kao gu 	考古	c=5 d=1 t=9346
kao lv 	考慮	c=1 d=1 t=9398
kao qian 	靠前	c=1 d=1 t=8379
ke 	可	c=4 d=1 t=8575
ke neng 	可能	c=16 d=1.00632 t=9078
ke ren 	客人	c=1 d=1 t=5814
ke wen 	課文	c=1 d=1 t=6477
ke xie 	可寫	c=1 d=1 t=6504
ke yi 	可以	c=39 d=1.51331 t=9561
ken shi 	啃噬	c=1 d=1 t=8947
kong 	空	c=1 d=1 t=9052
kong bu 	恐怖	c=1 d=1 t=50
kong bu fen zi 	恐怖分子	c=1 d=1 t=7482
kong yun 	空運	c=1 d=1 t=9277
kong zi 	孔子	c=3 d=1.90485 t=8741
kou 	口	c=1 d=1 t=4258
kou chu 	扣除	c=1 d=1 t=2894
kou ling 	口令	c=1 d=1 t=2093
ku 	庫	c=1 d=1 t=186
kua guo 	跨過	c=1 d=1 t=3674
kuai di 	快遞	c=4 d=1.15032 t=6426
kuai di fei 	快遞費	c=2 d=1.88692 t=2782
kuai dian 	快點	c=2 d=1.99005 t=6429
kuai jie jian 	快捷鍵	c=1 d=1 t=9507
kuan 	寬	c=2 d=1.86502 t=6390
kuan 	款	c=6 d=1.88269 t=5469
kuan mai 	寬買	c=1 d=1 t=7763
kuang 	況	c=3 d=1.09395 t=5579
kuang 	礦	c=5 d=1.69425 t=8021
kuang chang 	礦場	c=2 d=1.37908 t=7781
kuang mai 	礦脈	c=5 d=3.3149 t=7774
kuang qu 	礦區	c=6 d=3.32672 t=7928
kuang shan 	礦山	c=5 d=1.02237 t=7772
kuang shi 	礦石	c=18 d=1.00001 t=8848
kuang zhu 	礦主	c=1 d=1 t=921
kui da 	奎達	c=1 d=1 t=7460
kui qian 	虧錢	c=1 d=1 t=8075
kun nan 	困難	c=1 d=1 t=8317
la 	拉	c=3 d=1.2739 t=8095
la ba 	喇叭	c=0 d=0.1 t=6607
la dao 	拉到	c=2 d=1 t=3450
la ding 	拉丁	c=4 d=3.58031 t=9625
la ding zi fu 	拉丁字符	c=2 d=1.99005 t=9567
la ji 	垃圾	c=1 d=1 t=3425
la ji dai 	垃圾袋	c=1 d=1 t=2787
lai 	來	c=23 d=1.16175 t=9563
lai zi 	來自	c=1 d=1 t=909
lan jie 	攔截	c=1 d=1 t=9294
lan qiu 	籃球	c=1 d=1 t=2832
lan se 	藍色	c=1 d=1 t=161
lao 	勞	c=2 d=1.98511 t=2271
lao 	牢	c=1 d=1 t=6417
lao 	老	c=2 d=1.29376 t=1972
lao ban 	老闆	c=2 d=1.9802 t=7582
le 	了	c=90 d=4.84481 t=9461
le 	樂	c=5 d=1.22633 t=6230
lei si 	類似	c=5 d=2.01481 t=3972
leng jing 	冷靜	c=1 d=1 t=8069
li 	利	c=6 d=1.10202 t=6333
li 	力	c=2 d=1 t=4862
li 	李	c=1 d=1 t=9413
li 	禮	c=12 d=2.06289 t=6462
li 	裏	c=7 d=1.30725 t=8846
li hai 	厲害	c=1 d=1 t=8072
li hua 	麗華	c=2 d=1 t=5345
li mao 	禮貌	c=2 d=1.30882 t=4846
li mian 	裏面	c=13 d=1.15449 t=6725
li shi 	歷史	c=7 d=1 t=8620
li yi 	禮儀	c=4 d=2.93124 t=3495
li you 	裏有	c=1 d=1 t=830
lian 	斂	c=1 d=1 t=8734
lian che 	練車	c=1 d=1 t=2815
lian jie 	連接	c=2 d=1.00052 t=3744
lian xi 	聯繫	c=8 d=1.00003 t=8270
liang 	兩	c=3 d=1.00079 t=2767
liang 	輛	c=1 d=1 t=7471
liang bai 	兩百	c=1 d=1 t=6586
liang bai dun 	兩百噸	c=1 d=1 t=889
liang bi 	兩筆	c=1 d=1 t=1384
liang bu fen 	兩部分	c=1 d=1 t=8514
liang fen 	兩份	c=1 d=1 t=5743
liang ge 	兩個	c=6 d=2.01186 t=9083
liang piao 	兩票	c=3 d=2.3138 t=1433
liang tai 	兩臺	c=1 d=1 t=7760
liang tian 	兩天	c=1 d=1 t=6127
liang xiong di 	兩兄弟	c=1 d=1 t=6404
liang zhang 	兩張	c=1 d=1 t=5858
liao 	了	c=1 d=1 t=139
liao 	聊	c=2 d=1 t=9460
liao jie 	了解	c=4 d=1.00144 t=8183
liao jie guo 	了解過	c=1 d=1 t=7114
liao tian 	聊天	c=2 d=1.00008 t=8894
lie 	烈	c=1 d=1 t=6369
lie chu 	列出	c=1 d=1 t=3179
lie ge 	列個	c=1 d=1 t=2647
lie sha 	獵殺	c=2 d=1.94176 t=4370
lin 	林	c=5 d=1.00001 t=7158
lin dai yu 	林黛玉	c=1 d=1 t=4804
ling 	令	c=2 d=1.96079 t=301
ling 	陵	c=1 d=1 t=4248
ling 	零	c=2 d=1.84366 t=8489
ling du 	零度	c=1 d=1 t=8923
ling wai 	另外	c=2 d=1.00401 t=6866
liu 	六	c=5 d=1 t=8983
liu 	劉	c=2 d=1 t=6398
liu cheng 	流程	c=2 d=1 t=6026
liu nian 	六年	c=1 d=1 t=5601
liu shui 	流水	c=1 d=1 t=1603
liu xia 	留下	c=1 d=1 t=9113
liu yi fei 	劉亦菲	c=1 d=1 t=4003
liu zong yuan 	柳宗元	c=1 d=1 t=9370
long duan 	壟斷	c=2 d=1.97531 t=5254
lou xia 	樓下	c=1 d=1 t=8764
lu 	祿	c=1 d=1 t=5105
lu 	路	c=1 d=1 t=1106
lu 	露	c=2 d=1.00044 t=6435
lu bi 	盧比	c=26 d=8.06606 t=8498
lu bian 	路邊	c=2 d=1 t=7490
lu you qi 	路由器	c=1 d=1 t=1957
luan 	亂	c=4 d=1.00072 t=6330
luan shi 	亂世	c=1 d=1 t=3700
lun shi 	輪式	c=1 d=1 t=8355
lun yu 	論語	c=1 d=1 t=9394
luo 	落	c=2 d=1 t=6318
lv dai 	履帶	c=2 d=1.99501 t=8361
lv shi 	律師	c=4 d=1.00002 t=5896
ma 	嗎	c=65 d=1.46709 t=9570
ma 	碼	c=2 d=1.00291 t=3401
ma biao 	碼錶	c=1 d=1 t=9618
ma dong 	馬東	c=1 d=1 t=3288
ma fan 	麻煩	c=3 d=1 t=7420
ma tong 	馬桶	c=1 d=1 t=3270
mai 	埋	c=1 d=1 t=7506
mai 	買	c=14 d=7.79528 t=7285
mai 	賣	c=10 d=1.09778 t=8304
mai gei 	賣給	c=1 d=1 t=989
mai guo 	買過	c=1 d=1 t=1075
mai jia 	賣家	c=1 d=1 t=1049
mai le 	買了	c=1 d=1 t=1116
man 	慢	c=1 d=1 t=4211
man 	滿	c=1 d=1 t=6794
man cheng 	滿城	c=1 d=1 t=3481
mao 	毛	c=1 d=1 t=9417
mao tou ying 	貓頭鷹	c=1 d=1 t=4445
mao xian 	冒險	c=1 d=1 t=7458
mao yan 	冒煙	c=1 d=1 t=6546
mao yi 	貿易	c=8 d=1.03636 t=6052
me 	麼	c=7 d=1.00265 t=4554
mei 	每	c=4 d=1.03638 t=7684
mei 	沒	c=25 d=1.27776 t=9613
mei 	美	c=5 d=1 t=7058
mei cuo 	沒錯	c=1 d=1 t=8627
mei dian 	沒電	c=1 d=1 t=2170
mei dun 	每噸	c=3 d=1.96079 t=7824
mei guo 	美國	c=1 d=1 t=4374
mei jin 	美金	c=2 d=1.25795 t=5403
mei qi 	煤氣	c=2 d=1.60957 t=2858
mei qi guan 	煤氣罐	c=1 d=1 t=2705
mei qian 	沒錢	c=2 d=1.91851 t=2876
mei ren 	沒人	c=1 d=1 t=9033
mei sha 	沒啥	c=1 d=1 t=6503
mei yong 	沒用	c=1 d=1 t=2380
mei you 	沒有	c=39 d=2.10398 t=9428
mei yuan 	美元	c=1 d=1 t=5294
mei yue 	每月	c=4 d=1.5886 t=6789
mei zan 	美讚	c=6 d=1.95123 t=5334
mei zhan 	美展	c=2 d=1 t=5323
men 	門	c=2 d=1.12682 t=4346
men dian 	門店	c=1 d=1 t=8301
men ling 	門鈴	c=1 d=1 t=9252
meng 	夢	c=2 d=1.92312 t=3041
meng 	猛	c=1 d=1 t=6366
mi 	米	c=3 d=1 t=6448
mi ma 	密碼	c=1 d=1 t=1962
mi yao 	密鑰	c=1 d=1 t=2125
mian bao 	麪包	c=1 d=1 t=3418
mian fei 	免費	c=1 d=1 t=3890
mian fen 	麪粉	c=1 d=1 t=2723
mian yu 	免於	c=1 d=1 t=7175
miao shu 	描述	c=1 d=1 t=3979
mie 	滅	c=1 d=1 t=4658
min 	民	c=16 d=1.94755 t=8440
min gan 	敏感	c=1 d=1 t=3730
ming 	名	c=3 d=1.86071 t=7132
ming 	命	c=3 d=1.11459 t=1264
ming 	明	c=4 d=1.00051 t=6200
ming bai 	明白	c=3 d=1.02306 t=3367
ming cheng 	名稱	c=1 d=1 t=5882
ming ci 	名詞	c=1 d=1 t=5883
ming de 	明德	c=1 d=1 t=22
ming tian 	明天	c=5 d=2.95064 t=5799
ming xi 	明細	c=2 d=1.02248 t=3407
ming yi 	名義	c=2 d=1.4607 t=5534
ming zhu 	名著	c=1 d=1 t=3021
ming zi 	名字	c=1 d=1 t=4772
mo 	莫	c=2 d=1.98511 t=8419
mo fen 	磨粉	c=2 d=1.96079 t=6267
mo ni 	模擬	c=1 d=1 t=2334
mo ping 	抹平	c=1 d=1 t=1599
mo ren 	默認	c=2 d=1 t=9589
mo ri 	末日	c=1 d=1 t=170
mo ru 	莫如	c=4 d=1 t=6365
mo shou 	魔獸	c=1 d=1 t=4028
mo xi 	摩西	c=2 d=1.95123 t=3792
mo xing 	模型	c=5 d=4.13866 t=3812
mou 	謀	c=2 d=1 t=9326
mu 	木	c=3 d=1.66408 t=8935
mu di di 	目的地	c=4 d=2.9167 t=7476
mu qin 	母親	c=1 d=1 t=3225
na 	哪	c=1 d=1 t=3932
na 	納	c=2 d=1.5627 t=446
na 	那	c=16 d=1.01665 t=9493
na bian 	那邊	c=19 d=1.03266 t=9137
na ge 	哪個	c=3 d=1.00149 t=5436
na ge 	那個	c=8 d=1.00824 t=9365
na jia 	哪家	c=1 d=1 t=1946
na ju 	哪句	c=1 d=1 t=8643
na li 	哪裏	c=11 d=1 t=6592
na li 	那裏	c=7 d=1.42776 t=8309
na me 	那麼	c=4 d=1.07654 t=8061
na pa 	哪怕	c=2 d=1.38674 t=7622
na xie 	哪些	c=4 d=2.87658 t=3764
na xie 	那些	c=1 d=1 t=538
na yang 	那樣	c=1 d=1 t=7562
na yi ci 	那一次	c=0 d=0.1 t=9016
nan 	南	c=1 d=1 t=8878
nan 	男	c=1 d=1 t=8925
nan 	難	c=9 d=1.37951 t=7842
nan de 	難得	c=1 d=1 t=9120
nan er 	男兒	c=2 d=1.97531 t=2261
nan xing 	男性	c=1 d=1 t=5930
nao 	腦	c=1 d=1 t=7224
ne 	呢	c=12 d=1 t=9419
ne zha 	哪吒	c=1 d=1 t=4339
nei 	內	c=2 d=1 t=5425
nei bu 	內部	c=1 d=1 t=2939
nei cun 	內存	c=1 d=1 t=665
nei rong 	內容	c=3 d=1.00135 t=5685
neng 	能	c=33 d=2.09545 t=9297
neng gou 	能夠	c=1 d=1 t=8067
ni 	你	c=91 d=4.43617 t=9482
ni de 	你的	c=1 d=1 t=8857
ni hao 	你好	c=2 d=1.956 t=5972
ni men 	你們	c=17 d=2.02913 t=9121
nian 	年	c=63 d=1.5057 t=9344
nian dai 	年代	c=5 d=1.05531 t=4951
nian di 	年底	c=1 d=1 t=7862
nian du 	年度	c=7 d=1.02137 t=2913
nian shen 	年審	c=1 d=1 t=1659
niao 	鳥	c=2 d=1.96561 t=8718
nie 	孽	c=1 d=1 t=5665
ning 	寧	c=5 d=1.02316 t=5560
ning guo 	寧國	c=1 d=1 t=4781
ning yuan 	寧願	c=1 d=1 t=8037
niu 	牛	c=1 d=1 t=6419
niu nai 	牛奶	c=5 d=1.13605 t=3416
niu rou 	牛肉	c=1 d=1 t=2802
nu 	怒	c=2 d=1.99005 t=2306
nu huo 	怒火	c=1 d=1 t=4040
nuo ruo 	懦弱	c=1 d=1 t=6379
nv 	女	c=1 d=1 t=7076
nv shi 	女士	c=1 d=1 t=5968
o pen 	哦噴	c=1 d=1 t=3816
ou 	偶	c=1 d=1 t=6174
ou ke 	歐克	c=1 d=1 t=2600
ou yuan 	歐元	c=1 d=1 t=7312
pa 	怕	c=3 d=1.98511 t=8203
pai 	排	c=1 d=1 t=2756
pang 	胖	c=1 d=1 t=2317
pei 	陪	c=2 d=1 t=8100
pei chang 	賠償	c=1 d=1 t=2820
pei jian 	配件	c=1 d=1 t=2706
pei tong 	陪同	c=3 d=2.01592 t=7429
pei zhi 	配置	c=3 d=1 t=9585
pi 	辟	c=4 d=1.98581 t=7056
pi fu 	匹夫	c=1 d=1 t=5572
pi gu 	屁股	c=1 d=1 t=6543
pi pei 	匹配	c=1 d=1 t=9583
pian 	偏	c=1 d=1 t=4540
pian 	片	c=2 d=1.50158 t=2322
pian 	騙	c=1 d=1 t=1010
pian fu 	篇幅	c=1 d=1 t=9364
pian le 	騙了	c=1 d=1 t=9099
pian yi 	便宜	c=1 d=1 t=8404
pian yi dian 	偏一點	c=1 d=1 t=8403
